"person","timePeriod","office","dbin","dbout"
"http://dbpedia.org/resource/Salim_Ahmed_Salim","http://dbpedia.org/resource/Salim_Ahmed_Salim__3","Prime Minister of Tanzania","57","151"
"http://dbpedia.org/resource/John_Turner","http://dbpedia.org/resource/John_Turner__1","Prime Minister of Canada","353","307"
"http://dbpedia.org/resource/Pierre_Trudeau","http://dbpedia.org/resource/Pierre_Trudeau__1","Prime Minister of Canada","1381","493"
"http://dbpedia.org/resource/Ahmad_Obeidat","http://dbpedia.org/resource/Ahmad_Obeidat__1","Prime Minister of Jordan","13","52"
"http://dbpedia.org/resource/Kalevi_Sorsa","http://dbpedia.org/resource/Kalevi_Sorsa__1","Prime Minister of Finland","85","103"
"http://dbpedia.org/resource/Kamisese_Mara","http://dbpedia.org/resource/Kamisese_Mara__5","Prime Minister of Fiji","229","271"
"http://dbpedia.org/resource/Timoci_Bavadra","http://dbpedia.org/resource/Timoci_Bavadra__1","Prime Minister of Fiji","56","40"
"http://dbpedia.org/resource/Zine_El_Abidine_Ben_Ali","http://dbpedia.org/resource/Zine_El_Abidine_Ben_Ali__1","Prime Minister of Tunisia","367","187"
"http://dbpedia.org/resource/Muhammad_Khan_Junejo","http://dbpedia.org/resource/Muhammad_Khan_Junejo__1","Prime Minister of Pakistan","95","74"
"http://dbpedia.org/resource/Peter_Kenilorea","http://dbpedia.org/resource/Peter_Kenilorea__1","Prime Minister of the Solomon Islands","49","58"
"http://dbpedia.org/resource/Rashid_Karami","http://dbpedia.org/resource/Rashid_Karami__1","Prime Minister of Lebanon","83","141"
"http://dbpedia.org/resource/Robert_Mugabe","http://dbpedia.org/resource/Robert_Mugabe__2","Prime Minister of Zimbabwe","962","351"
"http://dbpedia.org/resource/Mizanur_Rahman_Chowdhury","http://dbpedia.org/resource/Mizanur_Rahman_Chowdhury__1","Prime Minister of Bangladesh","15","48"
"http://dbpedia.org/resource/Jacques_Chirac","http://dbpedia.org/resource/Jacques_Chirac__3","Prime Minister of France","1165","514"
"http://dbpedia.org/resource/Karmenu_Mifsud_Bonnici","http://dbpedia.org/resource/Karmenu_Mifsud_Bonnici__1","Prime Minister of Malta","44","50"
"http://dbpedia.org/resource/Hans_Modrow","http://dbpedia.org/resource/Hans_Modrow__3","Prime Minister of East Germany","61","94"
"http://dbpedia.org/resource/Sōsuke_Uno","http://dbpedia.org/resource/Sōsuke_Uno__1","Prime Minister of Japan","60","65"
"http://dbpedia.org/resource/Tomasi_Puapua","http://dbpedia.org/resource/Tomasi_Puapua__2","Prime Minister of Tuvalu","56","77"
"http://dbpedia.org/resource/Pupuke_Robati","http://dbpedia.org/resource/Pupuke_Robati__1","Prime Minister of the Cook Islands","19","66"
"http://dbpedia.org/resource/Ezekiel_Alebua","http://dbpedia.org/resource/Ezekiel_Alebua__1","Prime Minister of the Solomon Islands","18","23"
"http://dbpedia.org/resource/Hédi_Baccouche","http://dbpedia.org/resource/Hédi_Baccouche__1","Prime Minister of Tunisia","16","21"
"http://dbpedia.org/resource/Moudud_Ahmed","http://dbpedia.org/resource/Moudud_Ahmed__2","Prime Minister of Bangladesh","19","58"
"http://dbpedia.org/resource/Zaid_ibn_Shaker","http://dbpedia.org/resource/Zaid_ibn_Shaker__3","Prime Minister of Jordan","49","80"
"http://dbpedia.org/resource/Luis_Alberto_Sánchez","http://dbpedia.org/resource/Luis_Alberto_Sánchez__2","Prime Minister of Peru","31","83"
"http://dbpedia.org/resource/Zaid_al-Rifai","http://dbpedia.org/resource/Zaid_al-Rifai__1","Prime Minister of Jordan","35","67"
"http://dbpedia.org/resource/Nursultan_Nazarbayev","http://dbpedia.org/resource/Nursultan_Nazarbayev__5","Prime Minister of the Kazakh Soviet Socialist Republic","433","252"
"http://dbpedia.org/resource/Ivan_Knotek","http://dbpedia.org/resource/Ivan_Knotek__1","Prime Minister of the Slovak Socialist Republic","-1","-1"
"http://dbpedia.org/resource/Pavol_Hrivnák","http://dbpedia.org/resource/Pavol_Hrivnák__1","Prime Minister of the Slovak Socialist Republic","-1","-1"
"http://dbpedia.org/resource/Peter_Colotka","http://dbpedia.org/resource/Peter_Colotka__1","Prime Minister of the Slovak Socialist Republic","-1","-1"
"http://dbpedia.org/resource/Kazimira_Prunskienė","http://dbpedia.org/resource/Kazimira_Prunskienė__1","Prime Minister of Lithuania","46","71"
"http://dbpedia.org/resource/Milan_Čič","http://dbpedia.org/resource/Milan_Čič__1","Prime Minister of the Slovak Socialist Republic","12","47"
"http://dbpedia.org/resource/Kaysone_Phomvihane","http://dbpedia.org/resource/Kaysone_Phomvihane__3","Prime Minister of Laos","81","67"
"http://dbpedia.org/resource/Pedro_Pires","http://dbpedia.org/resource/Pedro_Pires__2","Prime Minister of Cape Verde","88","64"
"http://dbpedia.org/resource/Stjepan_Mesić","http://dbpedia.org/resource/Stjepan_Mesić__3","Prime Minister of Croatia","277","226"
"http://dbpedia.org/resource/Walter_Lini","http://dbpedia.org/resource/Walter_Lini__1","Prime Minister of Vanuatu","64","49"
"http://dbpedia.org/resource/Kazi_Zafar_Ahmed","http://dbpedia.org/resource/Kazi_Zafar_Ahmed__1","Prime Minister of Bangladesh","14","57"
"http://dbpedia.org/resource/Celestino_Rocha_da_Costa","http://dbpedia.org/resource/Celestino_Rocha_da_Costa__1","Prime Minister of São Tomé and Príncipe","17","35"
"http://dbpedia.org/resource/Jan_Krzysztof_Bielecki","http://dbpedia.org/resource/Jan_Krzysztof_Bielecki__1","Prime Minister of Poland","60","54"
"http://dbpedia.org/resource/Joseph_Warioba","http://dbpedia.org/resource/Joseph_Warioba__1","Prime Minister of Tanzania","-1","-1"
"http://dbpedia.org/resource/Josip_Manolić","http://dbpedia.org/resource/Josip_Manolić__1","Prime Minister of Croatia","50","84"
"http://dbpedia.org/resource/Mudar_Badran","http://dbpedia.org/resource/Mudar_Badran__1","Prime Minister of Jordan","37","76"
"http://dbpedia.org/resource/Edward_Szczepanik","http://dbpedia.org/resource/Edward_Szczepanik__1","Prime Minister of the Governmentof the Polish Republic in Exile","27","122"
"http://dbpedia.org/resource/Taher_al-Masri","http://dbpedia.org/resource/Taher_al-Masri__1","Prime Minister of Jordan","20","63"
"http://dbpedia.org/resource/Vazgen_Manukyan","http://dbpedia.org/resource/Vazgen_Manukyan__1","Prime Minister of Armenia","28","53"
"http://dbpedia.org/resource/Margaret_Thatcher","http://dbpedia.org/resource/Margaret_Thatcher__1","Prime Minister of the United Kingdom","3191","562"
"http://dbpedia.org/resource/Toshiki_Kaifu","http://dbpedia.org/resource/Toshiki_Kaifu__1","Prime Minister of Japan","87","64"
"http://dbpedia.org/resource/Lunda_Bululu","http://dbpedia.org/resource/Lunda_Bululu__1","Prime Minister of Zaire","-1","-1"
"http://dbpedia.org/resource/Lynden_Pindling","http://dbpedia.org/resource/Lynden_Pindling__1","Prime Minister of the Bahamas","90","91"
"http://dbpedia.org/resource/Wilfried_Martens","http://dbpedia.org/resource/Wilfried_Martens__2","Prime Minister of Belgium","113","86"
"http://dbpedia.org/resource/Yitzhak_Shamir","http://dbpedia.org/resource/Yitzhak_Shamir__1","Prime Minister of Israel","309","182"
"http://dbpedia.org/resource/Édith_Cresson","http://dbpedia.org/resource/Édith_Cresson__1","Prime Minister of France","92","117"
"http://dbpedia.org/resource/Edgar_Savisaar","http://dbpedia.org/resource/Edgar_Savisaar__3","Prime Minister of Estonia","80","91"
"http://dbpedia.org/resource/Hasan_Hasanov","http://dbpedia.org/resource/Hasan_Hasanov__2","Prime Minister of Azerbaijan","30","94"
"http://dbpedia.org/resource/Daniel_Daio","http://dbpedia.org/resource/Daniel_Daio__1","Prime Minister of São Tomé and Príncipe","20","38"
"http://dbpedia.org/resource/Aleksandar_Mitrović_(politician)","http://dbpedia.org/resource/Aleksandar_Mitrović_(politician)__1","Prime Minister of Yugoslavia(acting)","19","18"
"http://dbpedia.org/resource/Kiichi_Miyazawa","http://dbpedia.org/resource/Kiichi_Miyazawa__1","Prime Minister of Japan","143","81"
"http://dbpedia.org/resource/Leonid_Kuchma","http://dbpedia.org/resource/Leonid_Kuchma__2","Prime Minister of Ukraine","320","250"
"http://dbpedia.org/resource/Morihiro_Hosokawa","http://dbpedia.org/resource/Morihiro_Hosokawa__1","Prime Minister of Japan","84","119"
"http://dbpedia.org/resource/Tsutomu_Hata","http://dbpedia.org/resource/Tsutomu_Hata__1","Prime Minister of Japan","64","92"
"http://dbpedia.org/resource/Agathe_Uwilingiyimana","http://dbpedia.org/resource/Agathe_Uwilingiyimana__1","Prime Minister of Rwanda","42","86"
"http://dbpedia.org/resource/Kim_Campbell","http://dbpedia.org/resource/Kim_Campbell__1","Prime Minister of Canada","304","298"
"http://dbpedia.org/resource/Alassane_Ouattara","http://dbpedia.org/resource/Alassane_Ouattara__2","Prime Minister of the Ivory Coast","136","108"
"http://dbpedia.org/resource/Atli_Dam","http://dbpedia.org/resource/Atli_Dam__1","Prime Minister of the Faroe Islands","32","44"
"http://dbpedia.org/resource/Hrvoje_Šarinić","http://dbpedia.org/resource/Hrvoje_Šarinić__1","Prime Minister of Croatia","59","45"
"http://dbpedia.org/resource/Sylvie_Kinigi","http://dbpedia.org/resource/Sylvie_Kinigi__1","Prime Minister of Burundi","19","58"
"http://dbpedia.org/resource/Zaid_ibn_Shaker","http://dbpedia.org/resource/Zaid_ibn_Shaker__2","Prime Minister of Jordan","49","80"
"http://dbpedia.org/resource/Hyun_Soong-jong","http://dbpedia.org/resource/Hyun_Soong-jong__1","Prime Minister of South Korea","-1","-1"
"http://dbpedia.org/resource/Surat_Huseynov","http://dbpedia.org/resource/Surat_Huseynov__1","Prime Minister of Azerbaijan","31","74"
"http://dbpedia.org/resource/Chandrika_Kumaratunga","http://dbpedia.org/resource/Chandrika_Kumaratunga__2","Prime Minister of Sri Lanka","269","143"
"http://dbpedia.org/resource/Jacques_Santer","http://dbpedia.org/resource/Jacques_Santer__2","Prime Minister of Luxembourg","153","88"
"http://dbpedia.org/resource/Òscar_Ribas_Reig","http://dbpedia.org/resource/Òscar_Ribas_Reig__1","Prime Minister of Andorra","31","16"
"http://dbpedia.org/resource/Lee_Yung-dug","http://dbpedia.org/resource/Lee_Yung-dug__1","Prime Minister of South Korea","12","18"
"http://dbpedia.org/resource/Bouchraya_Hammoudi_Bayoun","http://dbpedia.org/resource/Bouchraya_Hammoudi_Bayoun__2","Prime Minister of the Sahrawi Arab Democratic Republic","39","77"
"http://dbpedia.org/resource/Ruud_Lubbers","http://dbpedia.org/resource/Ruud_Lubbers__1","Prime Minister of the Netherlands","218","254"
"http://dbpedia.org/resource/Andres_Tarand","http://dbpedia.org/resource/Andres_Tarand__1","Prime Minister of Estonia","33","51"
"http://dbpedia.org/resource/Eugenia_Charles","http://dbpedia.org/resource/Eugenia_Charles__1","Prime Minister of Dominica","71","107"
"http://dbpedia.org/resource/Mahamadou_Issoufou","http://dbpedia.org/resource/Mahamadou_Issoufou__2","Prime Minister of Niger","88","83"
"http://dbpedia.org/resource/John_Malecela","http://dbpedia.org/resource/John_Malecela__1","Prime Minister of Tanzania","21","58"
"http://dbpedia.org/resource/Māris_Gailis","http://dbpedia.org/resource/Māris_Gailis__1","Prime Minister of Latvia","22","21"
"http://dbpedia.org/resource/Abdelsalam_al-Majali","http://dbpedia.org/resource/Abdelsalam_al-Majali__2","Prime Minister of Jordan","34","82"
"http://dbpedia.org/resource/Valdis_Birkavs","http://dbpedia.org/resource/Valdis_Birkavs__1","Prime Minister of Latvia","31","31"
"http://dbpedia.org/resource/Carl_Bildt","http://dbpedia.org/resource/Carl_Bildt__2","Prime Minister of Sweden","278","259"
"http://dbpedia.org/resource/Mukhammat_Sabirov","http://dbpedia.org/resource/Mukhammat_Sabirov__1","Prime Minister of Tatarstan","-1","-1"
"http://dbpedia.org/resource/Kamuta_Latasi","http://dbpedia.org/resource/Kamuta_Latasi__1","Prime Minister of Tuvalu","46","59"
"http://dbpedia.org/resource/Felipe_González","http://dbpedia.org/resource/Felipe_González__1","Prime Minister of Spain","252","182"
"http://dbpedia.org/resource/Tomiichi_Murayama","http://dbpedia.org/resource/Tomiichi_Murayama__1","Prime Minister of Japan","81","59"
"http://dbpedia.org/resource/Tansu_Çiller","http://dbpedia.org/resource/Tansu_Çiller__1","Prime Minister of Turkey","151","136"
"http://dbpedia.org/resource/Zaid_ibn_Shaker","http://dbpedia.org/resource/Zaid_ibn_Shaker__1","Prime Minister of Jordan","49","80"
"http://dbpedia.org/resource/Cleopa_Msuya","http://dbpedia.org/resource/Cleopa_Msuya__1","Prime Minister of Tanzania","19","54"
"http://dbpedia.org/resource/Haris_Silajdžić","http://dbpedia.org/resource/Haris_Silajdžić__4","Prime Minister of Bosnia and Herzegovina","109","109"
"http://dbpedia.org/resource/Jadranko_Prlić","http://dbpedia.org/resource/Jadranko_Prlić__1","Prime Minister ofHerzeg-Bosnia","29","33"
"http://dbpedia.org/resource/Gro_Harlem_Brundtland","http://dbpedia.org/resource/Gro_Harlem_Brundtland__1","Prime Minister of Norway","232","177"
"http://dbpedia.org/resource/Mikhail_Chigir","http://dbpedia.org/resource/Mikhail_Chigir__1","Prime Minister of Belarus","-1","-1"
"http://dbpedia.org/resource/Alain_Juppé","http://dbpedia.org/resource/Alain_Juppé__1","Prime Minister of France","226","193"
"http://dbpedia.org/resource/Thorbjørn_Jagland","http://dbpedia.org/resource/Thorbjørn_Jagland__3","Prime Minister of Norway","145","229"
"http://dbpedia.org/resource/Khamtai_Siphandon","http://dbpedia.org/resource/Khamtai_Siphandon__3","Prime Minister of Laos","62","55"
"http://dbpedia.org/resource/Victor_Ciorbea","http://dbpedia.org/resource/Victor_Ciorbea__1","Prime Minister of Romania","65","88"
"http://dbpedia.org/resource/Abdul_Aziz_Abdul_Ghani","http://dbpedia.org/resource/Abdul_Aziz_Abdul_Ghani__1","Prime Minister of Yemen","53","55"
"http://dbpedia.org/resource/Étienne_Tshisekedi","http://dbpedia.org/resource/Étienne_Tshisekedi__1","Prime Minister of Zaire","42","86"
"http://dbpedia.org/resource/Necmettin_Erbakan","http://dbpedia.org/resource/Necmettin_Erbakan__1","Prime Minister of Turkey","114","162"
"http://dbpedia.org/resource/Abdul_Rahim_Ghafoorzai","http://dbpedia.org/resource/Abdul_Rahim_Ghafoorzai__1","Prime Minister of the Northern Alliance","15","41"
"http://dbpedia.org/resource/Janet_Jagan","http://dbpedia.org/resource/Janet_Jagan__2","Prime Minister of Guyana","58","104"
"http://dbpedia.org/resource/Adrien_Houngbédji","http://dbpedia.org/resource/Adrien_Houngbédji__1","Prime Minister of Benin","29","43"
"http://dbpedia.org/resource/Farid_Mukhametshin","http://dbpedia.org/resource/Farid_Mukhametshin__1","Prime Minister of Tatarstan","8","24"
"http://dbpedia.org/resource/Andris_Šķēle","http://dbpedia.org/resource/Andris_Šķēle__1","Prime Minister of Latvia","44","25"
"http://dbpedia.org/resource/John_Giheno","http://dbpedia.org/resource/John_Giheno__1","Prime Minister of Papua New Guinea","9","40"
"http://dbpedia.org/resource/John_Major","http://dbpedia.org/resource/John_Major__1","Prime Minister of the United Kingdom","1237","446"
"http://dbpedia.org/resource/Likulia_Bolongo","http://dbpedia.org/resource/Likulia_Bolongo__1","Prime Minister of Zaire","-1","-1"
"http://dbpedia.org/resource/Ryutaro_Hashimoto","http://dbpedia.org/resource/Ryutaro_Hashimoto__1","Prime Minister of Japan","142","84"
"http://dbpedia.org/resource/Sergey_Kiriyenko","http://dbpedia.org/resource/Sergey_Kiriyenko__1","Prime Minister of Russia","71","96"
"http://dbpedia.org/resource/Sitiveni_Rabuka","http://dbpedia.org/resource/Sitiveni_Rabuka__2","Prime Minister of Fiji","133","192"
"http://dbpedia.org/resource/Mart_Siimann","http://dbpedia.org/resource/Mart_Siimann__1","Prime Minister of Estonia","22","23"
"http://dbpedia.org/resource/Bikenibeu_Paeniu","http://dbpedia.org/resource/Bikenibeu_Paeniu__1","Prime Minister of Tuvalu","52","58"
"http://dbpedia.org/resource/Guntars_Krasts","http://dbpedia.org/resource/Guntars_Krasts__1","Prime Minister of Latvia","23","58"
"http://dbpedia.org/resource/Abdelsalam_al-Majali","http://dbpedia.org/resource/Abdelsalam_al-Majali__1","Prime Minister of Jordan","34","82"
"http://dbpedia.org/resource/Armen_Darbinyan","http://dbpedia.org/resource/Armen_Darbinyan__1","Prime Minister of Armenia","19","34"
"http://dbpedia.org/resource/Gerhard_Schröder","http://dbpedia.org/resource/Gerhard_Schröder__4","Prime Minister of Lower Saxony","478","236"
"http://dbpedia.org/resource/Donald_Kalpokas","http://dbpedia.org/resource/Donald_Kalpokas__1","Prime Minister of Vanuatu","29","30"
"http://dbpedia.org/resource/Aram_Sargsyan","http://dbpedia.org/resource/Aram_Sargsyan__1","Prime Minister of Armenia","33","32"
"http://dbpedia.org/resource/Vazgen_Sargsyan","http://dbpedia.org/resource/Vazgen_Sargsyan__1","Prime Minister of Armenia","59","120"
"http://dbpedia.org/resource/Bharrat_Jagdeo","http://dbpedia.org/resource/Bharrat_Jagdeo__2","Prime Minister of Guyana","83","82"
"http://dbpedia.org/resource/Bill_Skate","http://dbpedia.org/resource/Bill_Skate__1","Prime Minister of Papua New Guinea","42","51"
"http://dbpedia.org/resource/Jean-Luc_Dehaene","http://dbpedia.org/resource/Jean-Luc_Dehaene__1","Prime Minister of Belgium","102","86"
"http://dbpedia.org/resource/Keizō_Obuchi","http://dbpedia.org/resource/Keizō_Obuchi__1","Prime Minister of Japan","123","97"
"http://dbpedia.org/resource/Mahendra_Chaudhry","http://dbpedia.org/resource/Mahendra_Chaudhry__1","Prime Minister of Fiji","208","196"
"http://dbpedia.org/resource/Sergei_Stepashin","http://dbpedia.org/resource/Sergei_Stepashin__1","Prime Minister of Russia","74","128"
"http://dbpedia.org/resource/Sergei_Bagapsh","http://dbpedia.org/resource/Sergei_Bagapsh__2","Prime Minister of Abkhazia","162","103"
"http://dbpedia.org/resource/Radu_Vasile","http://dbpedia.org/resource/Radu_Vasile__1","Prime Minister of Romania","60","50"
"http://dbpedia.org/resource/Carlos_Veiga","http://dbpedia.org/resource/Carlos_Veiga__1","Prime Minister of Cape Verde","36","22"
"http://dbpedia.org/resource/Ibrahim_Boubacar_Keïta","http://dbpedia.org/resource/Ibrahim_Boubacar_Keïta__2","Prime Minister of Mali","51","106"
"http://dbpedia.org/resource/Gerhard_Glogowski","http://dbpedia.org/resource/Gerhard_Glogowski__1","Prime Minister of Lower Saxony","15","41"
"http://dbpedia.org/resource/Abdelraouf_al-Rawabdeh","http://dbpedia.org/resource/Abdelraouf_al-Rawabdeh__2","Prime Minister of Jordan","25","61"
"http://dbpedia.org/resource/Andris_Šķēle","http://dbpedia.org/resource/Andris_Šķēle__2","Prime Minister of Latvia","44","25"
"http://dbpedia.org/resource/Sergey_Ling","http://dbpedia.org/resource/Sergey_Ling__1","Prime Minister of Belarus","-1","-1"
"http://dbpedia.org/resource/Zhirayr_Poghosyan","http://dbpedia.org/resource/Zhirayr_Poghosyan__1","Prime Minister of Nagorno-Karabakh","8","20"
"http://dbpedia.org/resource/Ionatana_Ionatana","http://dbpedia.org/resource/Ionatana_Ionatana__1","Prime Minister of Tuvalu","27","42"
"http://dbpedia.org/resource/Rolandas_Paksas","http://dbpedia.org/resource/Rolandas_Paksas__2","Prime Minister of Lithuania","73","113"
"http://dbpedia.org/resource/Yoshirō_Mori","http://dbpedia.org/resource/Yoshirō_Mori__1","Prime Minister of Japan","129","152"
"http://dbpedia.org/resource/Tevita_Momoedonu","http://dbpedia.org/resource/Tevita_Momoedonu__1","Prime Minister of Fiji","34","89"
"http://dbpedia.org/resource/Sisavath_Keobounphanh","http://dbpedia.org/resource/Sisavath_Keobounphanh__1","Prime Minister of Laos","26","25"
"http://dbpedia.org/resource/Anicet-Georges_Dologuélé","http://dbpedia.org/resource/Anicet-Georges_Dologuélé__1","Prime Minister of the Central African Republic","13","19"
"http://dbpedia.org/resource/Ali_Khalif_Galaydh","http://dbpedia.org/resource/Ali_Khalif_Galaydh__3","Prime Minister of Somalia","23","55"
"http://dbpedia.org/resource/Vladimir_Yermoshin","http://dbpedia.org/resource/Vladimir_Yermoshin__1","Prime Minister of Belarus","14","11"
"http://dbpedia.org/resource/Faimalaga_Luka","http://dbpedia.org/resource/Faimalaga_Luka__2","Prime Minister of Tuvalu","34","56"
"http://dbpedia.org/resource/Poul_Nyrup_Rasmussen","http://dbpedia.org/resource/Poul_Nyrup_Rasmussen__1","Prime Minister of Denmark","127","110"
"http://dbpedia.org/resource/Filip_Vujanović","http://dbpedia.org/resource/Filip_Vujanović__2","Prime Minister of Montenegro","109","85"
"http://dbpedia.org/resource/Jerzy_Buzek","http://dbpedia.org/resource/Jerzy_Buzek__2","Prime Minister of Poland","193","163"
"http://dbpedia.org/resource/Ali_Abu_al-Ragheb","http://dbpedia.org/resource/Ali_Abu_al-Ragheb__3","Prime Minister of Jordan","28","69"
"http://dbpedia.org/resource/Evaristo_Carvalho","http://dbpedia.org/resource/Evaristo_Carvalho__1","Prime Minister of São Tomé and Príncipe","32","40"
"http://dbpedia.org/resource/Mame_Madior_Boye","http://dbpedia.org/resource/Mame_Madior_Boye__1","Prime Minister of Senegal","30","43"
"http://dbpedia.org/resource/Andris_Bērziņš_(Latvian_Prime_Minister)","http://dbpedia.org/resource/Andris_Bērziņš_(Latvian_Prime_Minister)__1","Prime Minister of Latvia","37","37"
"http://dbpedia.org/resource/Wim_Kok","http://dbpedia.org/resource/Wim_Kok__1","Prime Minister of the Netherlands","195","215"
"http://dbpedia.org/resource/Koloa_Talake","http://dbpedia.org/resource/Koloa_Talake__1","Prime Minister of Tuvalu","22","42"
"http://dbpedia.org/resource/Martin_Raguž","http://dbpedia.org/resource/Martin_Raguž__1","Prime Minister of Bosnia and Herzegovina","-1","-1"
"http://dbpedia.org/resource/Ali_Benflis","http://dbpedia.org/resource/Ali_Benflis__1","Prime Minister of Algeria","24","21"
"http://dbpedia.org/resource/Anneli_Jäätteenmäki","http://dbpedia.org/resource/Anneli_Jäätteenmäki__2","Prime Minister of Finland","69","98"
"http://dbpedia.org/resource/Siim_Kallas","http://dbpedia.org/resource/Siim_Kallas__3","Prime Minister of Estonia","87","121"
"http://dbpedia.org/resource/Abdullah_Gül","http://dbpedia.org/resource/Abdullah_Gül__2","Prime Minister of Turkey","296","199"
"http://dbpedia.org/resource/Anri_Jergenia","http://dbpedia.org/resource/Anri_Jergenia__1","Prime Minister of Abkhazia","19","68"
"http://dbpedia.org/resource/Gennadi_Gagulia","http://dbpedia.org/resource/Gennadi_Gagulia__2","Prime Minister of Abkhazia","-1","-1"
"http://dbpedia.org/resource/Sigmar_Gabriel","http://dbpedia.org/resource/Sigmar_Gabriel__3","Prime Minister of Lower Saxony","53","59"
"http://dbpedia.org/resource/Paavo_Lipponen","http://dbpedia.org/resource/Paavo_Lipponen__1","Prime Minister of Finland","102","121"
"http://dbpedia.org/resource/Saddam_Hussein","http://dbpedia.org/resource/Saddam_Hussein__3","Prime Minister of Iraq","2729","469"
"http://dbpedia.org/resource/Than_Shwe","http://dbpedia.org/resource/Than_Shwe__3","Prime Minister of Burma","124","137"
"http://dbpedia.org/resource/Beatriz_Merino","http://dbpedia.org/resource/Beatriz_Merino__2","Prime Minister of Peru","18","72"
"http://dbpedia.org/resource/Branko_Crvenkovski","http://dbpedia.org/resource/Branko_Crvenkovski__2","Prime Minister of Macedonia","82","86"
"http://dbpedia.org/resource/Eddie_Fenech_Adami","http://dbpedia.org/resource/Eddie_Fenech_Adami__2","Prime Minister of Malta","142","114"
"http://dbpedia.org/resource/Einars_Repše","http://dbpedia.org/resource/Einars_Repše__1","Prime Minister of Latvia","51","74"
"http://dbpedia.org/resource/Ivica_Račan","http://dbpedia.org/resource/Ivica_Račan__1","Prime Minister of Croatia","138","152"
"http://dbpedia.org/resource/José_María_Aznar","http://dbpedia.org/resource/José_María_Aznar__1","Prime Minister of Spain","302","227"
"http://dbpedia.org/resource/Mahathir_Mohamad","http://dbpedia.org/resource/Mahathir_Mohamad__1","Prime Minister of Malaysia","539","363"
"http://dbpedia.org/resource/Mahmoud_Abbas","http://dbpedia.org/resource/Mahmoud_Abbas__2","Prime Minister of the Palestinian National Authority","482","172"
"http://dbpedia.org/resource/Mikhail_Kasyanov","http://dbpedia.org/resource/Mikhail_Kasyanov__1","Prime Minister of Russia","107","91"
"http://dbpedia.org/resource/Zafarullah_Khan_Jamali","http://dbpedia.org/resource/Zafarullah_Khan_Jamali__1","Prime Minister of Pakistan","112","234"
"http://dbpedia.org/resource/Ali_Abu_al-Ragheb","http://dbpedia.org/resource/Ali_Abu_al-Ragheb__1","Prime Minister of Jordan","28","69"
"http://dbpedia.org/resource/Ali_Abu_al-Ragheb","http://dbpedia.org/resource/Ali_Abu_al-Ragheb__2","Prime Minister of Jordan","28","69"
"http://dbpedia.org/resource/Atal_Bihari_Vajpayee","http://dbpedia.org/resource/Atal_Bihari_Vajpayee__1","Prime Minister of India","528","243"
"http://dbpedia.org/resource/Jean_Chrétien","http://dbpedia.org/resource/Jean_Chrétien__1","Prime Minister of Canada","1229","528"
"http://dbpedia.org/resource/Mehmet_Ali_Talat","http://dbpedia.org/resource/Mehmet_Ali_Talat__2","Prime Minister of de facto Turkish Republic of Northern Cyprus","67","76"
"http://dbpedia.org/resource/Adrian_Năstase","http://dbpedia.org/resource/Adrian_Năstase__1","Prime Minister of Romania","134","148"
"http://dbpedia.org/resource/Juhan_Parts","http://dbpedia.org/resource/Juhan_Parts__1","Prime Minister of Estonia","52","49"
"http://dbpedia.org/resource/Maria_das_Neves","http://dbpedia.org/resource/Maria_das_Neves__1","Prime Minister of São Tomé and Príncipe","25","56"
"http://dbpedia.org/resource/Saufatu_Sopoanga","http://dbpedia.org/resource/Saufatu_Sopoanga__1","Prime Minister of Tuvalu","35","51"
"http://dbpedia.org/resource/Raul_Khajimba","http://dbpedia.org/resource/Raul_Khajimba__3","Prime Minister of Abkhazia","-1","-1"
"http://dbpedia.org/resource/Chaudhry_Shujaat_Hussain","http://dbpedia.org/resource/Chaudhry_Shujaat_Hussain__2","Prime Minister of Pakistan","127","181"
"http://dbpedia.org/resource/Jean-Pierre_Raffarin","http://dbpedia.org/resource/Jean-Pierre_Raffarin__2","Prime Minister of France","184","147"
"http://dbpedia.org/resource/Marc_Forné_Molné","http://dbpedia.org/resource/Marc_Forné_Molné__1","Prime Minister of Andorra","53","52"
"http://dbpedia.org/resource/Mahinda_Rajapaksa","http://dbpedia.org/resource/Mahinda_Rajapaksa__2","Prime Minister of Sri Lanka","460","213"
"http://dbpedia.org/resource/Kurmanbek_Bakiyev","http://dbpedia.org/resource/Kurmanbek_Bakiyev__1","Prime Minister of Kyrgyzstan","132","114"
"http://dbpedia.org/resource/Maria_do_Carmo_Silveira","http://dbpedia.org/resource/Maria_do_Carmo_Silveira__1","Prime Minister of São Tomé and Príncipe","20","40"
"http://dbpedia.org/resource/Nechervan_Barzani","http://dbpedia.org/resource/Nechervan_Barzani__3","Prime Minister of Iraqi Kurdistan (KDP)","-1","-1"
"http://dbpedia.org/resource/Tsakhiagiin_Elbegdorj","http://dbpedia.org/resource/Tsakhiagiin_Elbegdorj__2","Prime Minister of Mongolia","133","142"
"http://dbpedia.org/resource/Ariel_Sharon","http://dbpedia.org/resource/Ariel_Sharon__1","Prime Minister of Israel","873","423"
"http://dbpedia.org/resource/Bounnhang_Vorachith","http://dbpedia.org/resource/Bounnhang_Vorachith__3","Prime Minister of Laos","41","35"
"http://dbpedia.org/resource/Khaleda_Zia","http://dbpedia.org/resource/Khaleda_Zia__2","Prime Minister of Bangladesh","228","165"
"http://dbpedia.org/resource/Laisenia_Qarase","http://dbpedia.org/resource/Laisenia_Qarase__1","Prime Minister of Fiji","233","268"
