"person","place","date","dbin","dbout"
"http://dbpedia.org/resource/Baby_Boy_Warren","http://dbpedia.org/resource/Detroit","1977-07-01","15","79"
"http://dbpedia.org/resource/Stephen_Yokich","http://dbpedia.org/resource/Detroit","2002-08-16","16","80"
"http://dbpedia.org/resource/William_W._Armstrong_(journalist)","http://dbpedia.org/resource/Cleveland","1905-04-21","8","48"
"http://dbpedia.org/resource/Carl_Breer","http://dbpedia.org/resource/Detroit","1970-12-21","11","139"
"http://dbpedia.org/resource/Henry_T._Brush","http://dbpedia.org/resource/Detroit","1879","6","26"
"http://dbpedia.org/resource/Jim_Handiboe","http://dbpedia.org/resource/Columbus","_Ohio","1942-11-08","3","48"
"http://dbpedia.org/resource/Jim_McLaughlin_(pitcher/outfielder)","http://dbpedia.org/resource/Cleveland","1895-11-16","5","53"
"http://dbpedia.org/resource/Francis_Palms","http://dbpedia.org/resource/Detroit","1886","-1","-1"
"http://dbpedia.org/resource/Francis_Palms","http://dbpedia.org/resource/Detroit","1886-11-04","-1","-1"
"http://dbpedia.org/resource/Jim_Gilman","http://dbpedia.org/resource/Cleveland","1912-12-21","3","62"
"http://dbpedia.org/resource/Horatius_%22H.H.%22_Coleman","http://dbpedia.org/resource/Detroit","1969","-1","-1"
"http://dbpedia.org/resource/Horatius_%22H.H.%22_Coleman","http://dbpedia.org/resource/Detroit","1969-12-13","-1","-1"
"http://dbpedia.org/resource/William_F._Frye","http://dbpedia.org/resource/Eugene","_Oregon","1988-07-17","-1","-1"
"http://dbpedia.org/resource/Oscar_Ratnoff","http://dbpedia.org/resource/Cleveland","2008-05-20","-1","-1"
"http://dbpedia.org/resource/George_Dixon_(baseball)","http://dbpedia.org/resource/Cleveland","1940-08-04","-1","-1"
"http://dbpedia.org/resource/Gwendolyn_Wilson_Fowler","http://dbpedia.org/resource/Des_Moines","_Iowa","1997-11-19","-1","-1"
"http://dbpedia.org/resource/Michael_Schwarzwalder","http://dbpedia.org/resource/Columbus","_Ohio","2013-06-24","-1","-1"
"http://dbpedia.org/resource/James_F._Duffy","http://dbpedia.org/resource/Detroit","1961-02-23","3","10"
"http://dbpedia.org/resource/William_W._Hannan","http://dbpedia.org/resource/Detroit","1917-12-24","6","46"
"http://dbpedia.org/resource/Benjamin_Van_Cleve","http://dbpedia.org/resource/Dayton","_Ohio","1821-11-29","5","38"
"http://dbpedia.org/resource/Edgar_Chandler_(minister)","http://dbpedia.org/resource/Concord","_New_Hampshire","1988-05-07","6","53"
"http://dbpedia.org/resource/Jessup_Nash_Couch","http://dbpedia.org/resource/Columbus","_Ohio","1821","11","48"
"http://dbpedia.org/resource/Jessup_Nash_Couch","http://dbpedia.org/resource/Columbus","_Ohio","1821-06-30","11","48"
"http://dbpedia.org/resource/Jim_Gifford","http://dbpedia.org/resource/Columbus","_Ohio","1901-12-19","10","28"
"http://dbpedia.org/resource/Lee_W._Stanley","http://dbpedia.org/resource/Cleveland","1970-02-11","6","10"
"http://dbpedia.org/resource/William_Hannibal_Thomas","http://dbpedia.org/resource/Columbus","_Ohio","1935-11-15","-1","-1"
"http://dbpedia.org/resource/Andrew_Sorenson","http://dbpedia.org/resource/Columbus","_Ohio","2011-04-17","-1","-1"
"http://dbpedia.org/resource/Henry_M._Duffield","http://dbpedia.org/resource/Detroit","1912-07-13","8","109"
"http://dbpedia.org/resource/Barney_Longest","http://dbpedia.org/resource/Detroit","1984","1","37"
"http://dbpedia.org/resource/Charleszetta_Waddles","http://dbpedia.org/resource/Detroit","2001-07-12","-1","-1"
"http://dbpedia.org/resource/Fred_Evans_(running_back)","http://dbpedia.org/resource/Cleveland","2007-06-21","7","64"
"http://dbpedia.org/resource/Thad_H._Brown","http://dbpedia.org/resource/Cleveland","1941-02-25","7","79"
"http://dbpedia.org/resource/Edward_Diller","http://dbpedia.org/resource/Eugene","_Oregon","1985-03-30","4","45"
"http://dbpedia.org/resource/Marilyn_Olinger","http://dbpedia.org/resource/Columbus","_Ohio","2006-07-04","11","61"
"http://dbpedia.org/resource/Merle_G._Kearns","http://dbpedia.org/resource/Columbus","_Ohio","2014-08-09","22","23"
"http://dbpedia.org/resource/Albert_Gingell","http://dbpedia.org/resource/Cleveland","1947-02-20","9","24"
"http://dbpedia.org/resource/Charles_Alden_Seltzer","http://dbpedia.org/resource/Cleveland","1942-02-09","7","30"
"http://dbpedia.org/resource/George_Corneal","http://dbpedia.org/resource/Cleveland","1944-12-28","11","64"
"http://dbpedia.org/resource/Morris_S._Halliday","http://dbpedia.org/resource/Cleveland","1943-05-17","5","67"
"http://dbpedia.org/resource/Oscar_Lambert","http://dbpedia.org/resource/Cleveland","1970-05-27","2","85"
"http://dbpedia.org/resource/William_J._Gilmore","http://dbpedia.org/resource/Columbus","_Ohio","1896-08-09","12","69"
"http://dbpedia.org/resource/Fritz_Slackford","http://dbpedia.org/resource/Cleveland","1962-07-12","2","52"
"http://dbpedia.org/resource/Ed_Kippert","http://dbpedia.org/resource/Detroit","1960-06-03","3","51"
"http://dbpedia.org/resource/William_Xavier_Ninde","http://dbpedia.org/resource/Detroit","1901-01-03","2","35"
"http://dbpedia.org/resource/Donald_E._Adams","http://dbpedia.org/resource/Detroit","1952-08-30","4","50"
"http://dbpedia.org/resource/Bill_Bowen","http://dbpedia.org/resource/Columbus","_Ohio","1999-04-22","27","30"
"http://dbpedia.org/resource/Ira_Perley","http://dbpedia.org/resource/Concord","_New_Hampshire","1874-02-26","9","39"
"http://dbpedia.org/resource/Dean_Dugger","http://dbpedia.org/resource/Columbus","_Ohio","2000-03-05","-1","-1"
"http://dbpedia.org/resource/Matija_Škerbec","http://dbpedia.org/resource/Cleveland","1963-10-17","3","52"
"http://dbpedia.org/resource/Charles_H._Lake","http://dbpedia.org/resource/Cleveland","1958-12-14","-1","-1"
"http://dbpedia.org/resource/Anson_S._Marshall","http://dbpedia.org/resource/Concord","_New_Hampshire","1874-07-04","-1","-1"
"http://dbpedia.org/resource/Warren_Stanford_Stone","http://dbpedia.org/resource/Cleveland","1925-06-12","-1","-1"
"http://dbpedia.org/resource/Merrill_I._Mills","http://dbpedia.org/resource/Detroit","1882-09-14","7","34"
"http://dbpedia.org/resource/Patty_Stair","http://dbpedia.org/resource/Cleveland","1926-04-26","2","29"
"http://dbpedia.org/resource/Kenny_Hogan","http://dbpedia.org/resource/Cleveland","1980-01-02","8","38"
"http://dbpedia.org/resource/James_B._Hagan","http://dbpedia.org/resource/Columbus","_Ohio","1988-06-10","5","24"
"http://dbpedia.org/resource/Franklin_Thomas_Backus","http://dbpedia.org/resource/Cleveland","1870-05-14","-1","-1"
"http://dbpedia.org/resource/Andrew_Jackson","http://dbpedia.org/resource/Nashville","_Tennessee","1845-06-08","2254","499"
"http://dbpedia.org/resource/Charles_F._Hockett","http://dbpedia.org/resource/Ithaca","_New_York","2000-11-03","42","191"
"http://dbpedia.org/resource/Chet_Atkins","http://dbpedia.org/resource/Nashville","_Tennessee","2001-06-30","1344","236"
"http://dbpedia.org/resource/Howard_Hughes","http://dbpedia.org/resource/Houston","1976-04-05","883","480"
"http://dbpedia.org/resource/James_K._Polk","http://dbpedia.org/resource/Nashville","_Tennessee","1849-06-15","853","356"
"http://dbpedia.org/resource/John_Lee_Hooker","http://dbpedia.org/resource/Los_Altos","_California","2001-06-21","752","261"
"http://dbpedia.org/resource/Richard_Smalley","http://dbpedia.org/resource/Houston","2005-10-28","92","132"
"http://dbpedia.org/resource/Liberty_Hyde_Bailey","http://dbpedia.org/resource/Ithaca","_New_York","1954-12-25","192","87"
"http://dbpedia.org/resource/Thomas_Gold","http://dbpedia.org/resource/Ithaca","_New_York","2004-06-22","73","321"
"http://dbpedia.org/resource/Will_Sampson","http://dbpedia.org/resource/Houston","1987-06-03","52","92"
"http://dbpedia.org/resource/George_Jackson_(footballer","_born_1893)","http://dbpedia.org/resource/Liverpool","1985","-1","-1"
"http://dbpedia.org/resource/Hilde_Bruch","http://dbpedia.org/resource/Houston","1984-12-15","9","56"
"http://dbpedia.org/resource/Johnny_Ace","http://dbpedia.org/resource/Houston","1954-12-25","87","96"
"http://dbpedia.org/resource/Johnny_Cash","http://dbpedia.org/resource/Nashville","_Tennessee","2003-09-12","3177","489"
"http://dbpedia.org/resource/Luke_Lea_(senator)","http://dbpedia.org/resource/Nashville","_Tennessee","1945-11-18","-1","-1"
"http://dbpedia.org/resource/Bob_Neal_(promoter)","http://dbpedia.org/resource/Nashville","_Tennessee","1983-05-09","-1","-1"
"http://dbpedia.org/resource/Frank_Marsh_(Nebraska)","http://dbpedia.org/resource/Lincoln","_Nebraska","2001-03-10","12","36"
"http://dbpedia.org/resource/Heinrich_Ries","http://dbpedia.org/resource/Ithaca","_New_York","1951-04-11","5","52"
"http://dbpedia.org/resource/Henry_S._Foote","http://dbpedia.org/resource/Nashville","_Tennessee","1880-05-20","52","111"
"http://dbpedia.org/resource/Jack_Kershaw","http://dbpedia.org/resource/Nashville","_Tennessee","2010-09-07","10","46"
"http://dbpedia.org/resource/Jan_de_Hartog","http://dbpedia.org/resource/Houston","2002-09-22","80","105"
"http://dbpedia.org/resource/Jeanette_MacDonald","http://dbpedia.org/resource/Houston","1965-01-14","321","254"
"http://dbpedia.org/resource/John_Taff","http://dbpedia.org/resource/Houston","1961-05-15","3","42"
"http://dbpedia.org/resource/June_Carter_Cash","http://dbpedia.org/resource/Nashville","_Tennessee","2003-05-15","406","197"
"http://dbpedia.org/resource/Ken_Kennedy_(computer_scientist)","http://dbpedia.org/resource/Houston","2007-02-07","16","70"
"http://dbpedia.org/resource/Luther_Perkins","http://dbpedia.org/resource/Nashville","_Tennessee","1968-08-05","61","95"
"http://dbpedia.org/resource/Percy_Priest","http://dbpedia.org/resource/Nashville","_Tennessee","1956-10-12","51","76"
"http://dbpedia.org/resource/Peter_Underwood","http://dbpedia.org/resource/Hobart","2014-07-07","52","75"
"http://dbpedia.org/resource/Phil_Perlo","http://dbpedia.org/resource/Houston","1993-12-11","-1","-1"
"http://dbpedia.org/resource/Robert_Harvey_(Australian_politician)","http://dbpedia.org/resource/Hobart","1968-06-14","-1","-1"
"http://dbpedia.org/resource/Steve_McNair","http://dbpedia.org/resource/Nashville","_Tennessee","2009-07-04","185","171"
"http://dbpedia.org/resource/Vicente_Cerna_y_Cerna","http://dbpedia.org/resource/Guatemala_City","1885-06-27","-1","-1"
"http://dbpedia.org/resource/Jack_Thwaites","http://dbpedia.org/resource/Hobart","1986","4","44"
"http://dbpedia.org/resource/Jack_Thwaites","http://dbpedia.org/resource/Hobart","1986-05-03","4","44"
"http://dbpedia.org/resource/Kenneth_Schermerhorn","http://dbpedia.org/resource/Nashville","_Tennessee","2005-04-18","32","55"
"http://dbpedia.org/resource/Eben_S._Stearns","http://dbpedia.org/resource/Nashville","_Tennessee","1887-04-11","-1","-1"
"http://dbpedia.org/resource/Edward_Freeman_(cricketer","_born_1848)","http://dbpedia.org/resource/Hobart","1905-08-11","-1","-1"
"http://dbpedia.org/resource/Frank_Buck_(animal_collector)","http://dbpedia.org/resource/Houston","1950-03-25","188","183"
"http://dbpedia.org/resource/Fred_Thompson","http://dbpedia.org/resource/Nashville","_Tennessee","2015-11-01","416","420"
"http://dbpedia.org/resource/James_A._Noe","http://dbpedia.org/resource/Houston","1976-10-18","53","122"
"http://dbpedia.org/resource/Jerry_Witte","http://dbpedia.org/resource/Houston","2002-04-27","7","55"
"http://dbpedia.org/resource/John_Hill_(Texas_politician)","http://dbpedia.org/resource/Houston","2007-07-09","37","135"
"http://dbpedia.org/resource/John_Kirby_Allen","http://dbpedia.org/resource/Houston","1838-08-15","30","33"
"http://dbpedia.org/resource/Joseph_Johnson_(watch_maker)","http://dbpedia.org/resource/Liverpool","1827-03-02","5","21"
"http://dbpedia.org/resource/María_Josefa_García_Granados","http://dbpedia.org/resource/Guatemala_City","1848-07-28","4","9"
"http://dbpedia.org/resource/María_Josefa_García_Granados","http://dbpedia.org/resource/Guatemala_City","1848-09-28","4","9"
"http://dbpedia.org/resource/Muhammad_IV_of_Morocco","http://dbpedia.org/resource/Marrakesh","1873-09-16","39","53"
"http://dbpedia.org/resource/Murder_of_James_Bulger","http://dbpedia.org/resource/Liverpool","1993-02-12","121","170"
"http://dbpedia.org/resource/Richard_Warner_(Tennessee)","http://dbpedia.org/resource/Nashville","_Tennessee","1915-03-04","12","27"
"http://dbpedia.org/resource/Umaga_(wrestler)","http://dbpedia.org/resource/Houston","2009-12-04","186","179"
"http://dbpedia.org/resource/William_Lambert_Dobson","http://dbpedia.org/resource/Hobart","1898-03-17","14","69"
"http://dbpedia.org/resource/William_Michael_Cocke","http://dbpedia.org/resource/Nashville","_Tennessee","1896-02-06","15","47"
"http://dbpedia.org/resource/William_Moore_(Australian_politician)","http://dbpedia.org/resource/Hobart","1914-08-09","20","37"
"http://dbpedia.org/resource/Willie_Frazier","http://dbpedia.org/resource/Houston","2013-09-05","5","53"
"http://dbpedia.org/resource/Alice_Borchardt","http://dbpedia.org/resource/Houston","2007-07-24","17","39"
"http://dbpedia.org/resource/Billie_S._Farnum","http://dbpedia.org/resource/Lansing","_Michigan","1979-11-18","22","54"
"http://dbpedia.org/resource/Joe_Bertram_Frantz","http://dbpedia.org/resource/Houston","1993-11-16","10","100"
"http://dbpedia.org/resource/Joe_McDonald_Ingraham","http://dbpedia.org/resource/Houston","1990-05-27","5","43"
"http://dbpedia.org/resource/Keith_Walwyn","http://dbpedia.org/resource/Liverpool","2003-04-15","9","89"
"http://dbpedia.org/resource/Marijohn_Wilkin","http://dbpedia.org/resource/Nashville","_Tennessee","2006-10-28","94","92"
"http://dbpedia.org/resource/Matilda_Hays","http://dbpedia.org/resource/Liverpool","1897-07-03","-1","-1"
"http://dbpedia.org/resource/Moses_Samuel","http://dbpedia.org/resource/Liverpool","1860","3","37"
"http://dbpedia.org/resource/Clinton_Rossiter","http://dbpedia.org/resource/Ithaca","_New_York","1970-07-11","19","55"
"http://dbpedia.org/resource/Pat_McLaughlin_(baseball)","http://dbpedia.org/resource/Houston","1999-11-01","11","39"
"http://dbpedia.org/resource/Edward_Butler_(cricketer","_born_1851)","http://dbpedia.org/resource/Hobart","1928-01-05","-1","-1"
"http://dbpedia.org/resource/George_Watkins_(baseball)","http://dbpedia.org/resource/Houston","1970-06-01","30","54"
"http://dbpedia.org/resource/James_Kennedy_(engineer)","http://dbpedia.org/resource/Liverpool","1886","8","49"
"http://dbpedia.org/resource/James_Kennedy_(engineer)","http://dbpedia.org/resource/Liverpool","1886-09-25","8","49"
"http://dbpedia.org/resource/Richard_Kirby_(cricketer)","http://dbpedia.org/resource/Hobart","1947-08-26","-1","-1"
"http://dbpedia.org/resource/Ron_Davies_(songwriter)","http://dbpedia.org/resource/Nashville","_Tennessee","2003-10-30","15","27"
"http://dbpedia.org/resource/Thomas_Carroll_(cricketer)","http://dbpedia.org/resource/Hobart","1957-06-03","-1","-1"
"http://dbpedia.org/resource/Matt_Gordy","http://dbpedia.org/resource/Houston","1989-08-18","-1","-1"
"http://dbpedia.org/resource/Ed_Weir","http://dbpedia.org/resource/Lincoln","_Nebraska","1991-05-15","33","64"
"http://dbpedia.org/resource/Guy_Chamberlin","http://dbpedia.org/resource/Lincoln","_Nebraska","1967-04-04","60","116"
"http://dbpedia.org/resource/Johnny_Lipon","http://dbpedia.org/resource/Houston","1998-08-17","100","107"
"http://dbpedia.org/resource/Mary_G._Ross","http://dbpedia.org/resource/Los_Altos","_California","2008-04-29","-1","-1"
"http://dbpedia.org/resource/Cecil_Grigg","http://dbpedia.org/resource/Houston","1968","17","68"
"http://dbpedia.org/resource/Cecil_Grigg","http://dbpedia.org/resource/Houston","1968-09-05","17","68"
"http://dbpedia.org/resource/Arthur_Forwood","http://dbpedia.org/resource/Liverpool","1898-09-27","28","87"
"http://dbpedia.org/resource/Harold_E._Bradshaw","http://dbpedia.org/resource/Lansing","_Michigan","1975","11","44"
"http://dbpedia.org/resource/Huey_Long_(singer)","http://dbpedia.org/resource/Houston","2009-06-10","12","56"
"http://dbpedia.org/resource/Stephen_Walker_(sculptor)","http://dbpedia.org/resource/Hobart","2014-06-16","-1","-1"
"http://dbpedia.org/resource/William_Burgess_(politician)","http://dbpedia.org/resource/Hobart","1917-05-01","-1","-1"
"http://dbpedia.org/resource/Alfred_White_(politician)","http://dbpedia.org/resource/Hobart","1987-08-31","-1","-1"
"http://dbpedia.org/resource/Daniel_Lowey","http://dbpedia.org/resource/Liverpool","1951-04-07","8","25"
"http://dbpedia.org/resource/Richard_Deodatus_Poulett-Harris","http://dbpedia.org/resource/Hobart","1899-12-23","-1","-1"
"http://dbpedia.org/resource/Mona_Best","http://dbpedia.org/resource/Liverpool","1988-10-09","14","111"
"http://dbpedia.org/resource/Jerry_Denny","http://dbpedia.org/resource/Houston","1927-08-16","33","119"
"http://dbpedia.org/resource/William_P._Hobby","http://dbpedia.org/resource/Houston","1964-06-07","52","67"
"http://dbpedia.org/resource/Elliott_Lewis","http://dbpedia.org/resource/Hobart","1935-09-22","69","105"
"http://dbpedia.org/resource/Abdallah_al-Ghalib","http://dbpedia.org/resource/Marrakesh","1574-01-22","44","49"
"http://dbpedia.org/resource/Leon_Ray_Livingston","http://dbpedia.org/resource/Houston","1944","8","13"
"http://dbpedia.org/resource/Leon_Ray_Livingston","http://dbpedia.org/resource/Houston","1944-12-08","8","13"
"http://dbpedia.org/resource/Hans_R._Camenzind","http://dbpedia.org/resource/Los_Altos","_California","2012-08-08","8","49"
"http://dbpedia.org/resource/Nellie_Snyder_Yost","http://dbpedia.org/resource/Lincoln","_Nebraska","1992-01-16","2","34"
"http://dbpedia.org/resource/Bruce_Riutta","http://dbpedia.org/resource/Houston","2012-01-24","2","26"
"http://dbpedia.org/resource/Carl_Powis","http://dbpedia.org/resource/Houston","1999-05-10","4","35"
"http://dbpedia.org/resource/Níver_Arboleda","http://dbpedia.org/resource/Guatemala_City","2011-10-05","10","76"
"http://dbpedia.org/resource/Don_Weiss","http://dbpedia.org/resource/Houston","2010-05-22","-1","-1"
"http://dbpedia.org/resource/Evelyn_Temple_Emmett","http://dbpedia.org/resource/Hobart","1970-12-09","8","47"
"http://dbpedia.org/resource/T.C._Jester","http://dbpedia.org/resource/Houston","1950","-1","-1"
"http://dbpedia.org/resource/Winnie_Gibson","http://dbpedia.org/resource/Houston","2000-07-21","6","79"
"http://dbpedia.org/resource/Dickey_Kerr","http://dbpedia.org/resource/Houston","1963-05-04","54","47"
"http://dbpedia.org/resource/Jack_Oliver_(scientist)","http://dbpedia.org/resource/Ithaca","_New_York","2011-01-05","18","69"
"http://dbpedia.org/resource/Chris_Curtis","http://dbpedia.org/resource/Liverpool","2005-02-28","20","151"
"http://dbpedia.org/resource/Edmund_Ezra_Day","http://dbpedia.org/resource/Ithaca","_New_York","1951-03-23","15","33"
"http://dbpedia.org/resource/Beauford_H._Jester","http://dbpedia.org/resource/Houston","1949-07-11","47","90"
"http://dbpedia.org/resource/James_Smith_Bush","http://dbpedia.org/resource/Ithaca","_New_York","1889-11-11","14","88"
"http://dbpedia.org/resource/Joan_Lowery_Nixon","http://dbpedia.org/resource/Houston","2003-06-28","20","64"
"http://dbpedia.org/resource/Ebenezer_M._Chamberlain","http://dbpedia.org/resource/Goshen","_Indiana","1861-03-14","15","47"
"http://dbpedia.org/resource/Ernest_J._Sternglass","http://dbpedia.org/resource/Ithaca","_New_York","2015-02-12","13","86"
"http://dbpedia.org/resource/Ann_Barnes","http://dbpedia.org/resource/Lansing","_Michigan","2005-09-13","7","36"
"http://dbpedia.org/resource/Rodrigo_Rosenberg_Marzano","http://dbpedia.org/resource/Guatemala_City","2009-05-10","8","62"
"http://dbpedia.org/resource/John_Henry_Cleary","http://dbpedia.org/resource/Hobart","1937-02-23","-1","-1"
"http://dbpedia.org/resource/Casey_Owens","http://dbpedia.org/resource/Houston","2014-10-16","3","50"
"http://dbpedia.org/resource/James_Clement_Baxter","http://dbpedia.org/resource/Liverpool","1928-01-27","11","27"
"http://dbpedia.org/resource/Milt_Jordan","http://dbpedia.org/resource/Ithaca","_New_York","1993-05-13","4","76"
"http://dbpedia.org/resource/Oliver_Woodward","http://dbpedia.org/resource/Hobart","1966-08-24","9","78"
"http://dbpedia.org/resource/Ronald_Smith_(boxer)","http://dbpedia.org/resource/Liverpool","2011-10-19","4","25"
"http://dbpedia.org/resource/Bertram_Sharp","http://dbpedia.org/resource/Liverpool","1949-11-02","5","82"
"http://dbpedia.org/resource/Ronald_Morrisby","http://dbpedia.org/resource/Hobart","1995-06-12","9","66"
"http://dbpedia.org/resource/Virgilio_Rodríguez_Macal","http://dbpedia.org/resource/Guatemala_City","1964-02-13","6","39"
"http://dbpedia.org/resource/Woodrow_Bradley_Seals","http://dbpedia.org/resource/Houston","1990-10-27","8","35"
"http://dbpedia.org/resource/José_María_Peralta_Lagos","http://dbpedia.org/resource/Guatemala_City","1944-07-22","-1","-1"
"http://dbpedia.org/resource/Bill_Orr_(Nebraska_first_gentleman)","http://dbpedia.org/resource/Lincoln","_Nebraska","2013-05-05","-1","-1"
"http://dbpedia.org/resource/Glenn_Vaughan","http://dbpedia.org/resource/Houston","2004-12-18","5","56"
"http://dbpedia.org/resource/Nancy_Cox-McCormack","http://dbpedia.org/resource/Ithaca","_New_York","1967-02-17","-1","-1"
"http://dbpedia.org/resource/Bertram_Fox_Hayes","http://dbpedia.org/resource/Liverpool","1941-05-15","11","69"
"http://dbpedia.org/resource/Jeff_Millar","http://dbpedia.org/resource/Houston","2012-11-30","17","20"
"http://dbpedia.org/resource/Dragutin_Mitić","http://dbpedia.org/resource/Houston","1986-06-27","32","23"
"http://dbpedia.org/resource/Goree_Carter","http://dbpedia.org/resource/Houston","1990-12-29","9","84"
"http://dbpedia.org/resource/John_O'Quinn","http://dbpedia.org/resource/Houston","2009-10-29","13","100"
"http://dbpedia.org/resource/Lester_Brinkley","http://dbpedia.org/resource/Houston","2002-07-07","2","27"
"http://dbpedia.org/resource/Alfred_Burbury","http://dbpedia.org/resource/Hobart","1944-08-12","-1","-1"
"http://dbpedia.org/resource/George_Bailey_(cricketer","_born_1853)","http://dbpedia.org/resource/Hobart","1926-10-10","-1","-1"
"http://dbpedia.org/resource/Max_Black","http://dbpedia.org/resource/Ithaca","_New_York","1988-08-27","61","69"
"http://dbpedia.org/resource/Richard_Dry","http://dbpedia.org/resource/Hobart","1869-08-01","20","57"
"http://dbpedia.org/resource/Gene_Wilson_(American_football)","http://dbpedia.org/resource/Houston","2002-07-04","5","25"
"http://dbpedia.org/resource/Charles_Edward_Johnston","http://dbpedia.org/resource/Houston","1971-12-01","21","67"
"http://dbpedia.org/resource/Hassan_I_of_Morocco","http://dbpedia.org/resource/Marrakesh","1894-06-07","53","78"
"http://dbpedia.org/resource/Jerry_Byrne","http://dbpedia.org/resource/Lansing","_Michigan","1955-08-11","3","26"
"http://dbpedia.org/resource/John_L._Lumley","http://dbpedia.org/resource/Ithaca","_New_York","2015-05-30","20","49"
"http://dbpedia.org/resource/Mahmoud_Darwish","http://dbpedia.org/resource/Houston","2008-08-09","131","158"
"http://dbpedia.org/resource/David_Brinkley","http://dbpedia.org/resource/Houston","2003-06-11","158","112"
"http://dbpedia.org/resource/Michael_E._DeBakey","http://dbpedia.org/resource/Houston","2008-07-11","122","153"
"http://dbpedia.org/resource/Edward_B._Titchener","http://dbpedia.org/resource/Ithaca","_New_York","1927-08-03","64","81"
"http://dbpedia.org/resource/James_Milne_Wilson","http://dbpedia.org/resource/Hobart","1880-02-29","32","64"
"http://dbpedia.org/resource/Jim_Bacon","http://dbpedia.org/resource/Hobart","2004-06-20","84","108"
"http://dbpedia.org/resource/Loel_Guinness_(politician)","http://dbpedia.org/resource/Houston","1988-12-31","-1","-1"
"http://dbpedia.org/resource/Lou_Rymkus","http://dbpedia.org/resource/Houston","1998-10-31","32","151"
"http://dbpedia.org/resource/Tito_Lara","http://dbpedia.org/resource/Houston","1987-06-23","13","77"
"http://dbpedia.org/resource/Federico_Hernández_de_León","http://dbpedia.org/resource/Guatemala_City","1959","-1","-1"
"http://dbpedia.org/resource/John_Cragg","http://dbpedia.org/resource/Liverpool","1854-07-17","9","38"
"http://dbpedia.org/resource/Robert_Bridge","http://dbpedia.org/resource/Liverpool","1953-07-17","-1","-1"
"http://dbpedia.org/resource/Katie_Hall","http://dbpedia.org/resource/Gary","_Indiana","2012-02-20","37","93"
"http://dbpedia.org/resource/Roger_Hilsman","http://dbpedia.org/resource/Ithaca","_New_York","2014-02-23","33","44"
"http://dbpedia.org/resource/John_Osteen","http://dbpedia.org/resource/Houston","1999-01-23","14","63"
"http://dbpedia.org/resource/Buddy_Dial","http://dbpedia.org/resource/Houston","2008-02-29","24","78"
"http://dbpedia.org/resource/Skye_McCole_Bartusiak","http://dbpedia.org/resource/Houston","2014-07-19","42","70"
"http://dbpedia.org/resource/Fred_Tomley","http://dbpedia.org/resource/Liverpool","1981-02-13","-1","-1"
"http://dbpedia.org/resource/James_Ravenscroft","http://dbpedia.org/resource/Liverpool","1931-01-03","-1","-1"
"http://dbpedia.org/resource/Joe_Habie","http://dbpedia.org/resource/Guatemala_City","2012-09-28","7","16"
"http://dbpedia.org/resource/Arndell_Lewis","http://dbpedia.org/resource/Hobart","1943-12-27","-1","-1"
"http://dbpedia.org/resource/George_Whiteman","http://dbpedia.org/resource/Houston","1947-02-10","18","78"
"http://dbpedia.org/resource/Jackie_Grant_(footballer)","http://dbpedia.org/resource/Liverpool","1999","-1","-1"
"http://dbpedia.org/resource/Julissa_Gomez","http://dbpedia.org/resource/Houston","1991-08-08","8","52"
"http://dbpedia.org/resource/Liam_Pilkington","http://dbpedia.org/resource/Liverpool","1977-03-26","14","100"
"http://dbpedia.org/resource/Vic_Garth","http://dbpedia.org/resource/Hobart","2005-04-10","1","12"
"http://dbpedia.org/resource/Mariano_de_Aycinena_y_Piñol","http://dbpedia.org/resource/Guatemala_City","1855","-1","-1"
"http://dbpedia.org/resource/Mariano_de_Aycinena_y_Piñol","http://dbpedia.org/resource/Guatemala_City","1855-03-29","-1","-1"
"http://dbpedia.org/resource/Charles_Basing","http://dbpedia.org/resource/Marrakesh","1933-03-03","-1","-1"
"http://dbpedia.org/resource/James_Marion_West","_Jr.","http://dbpedia.org/resource/Houston","1957-12-18","14","44"
"http://dbpedia.org/resource/Charles_Hand","http://dbpedia.org/resource/Hobart","1966-10-03","-1","-1"
"http://dbpedia.org/resource/Frank_J._Hennessy","http://dbpedia.org/resource/Los_Altos","_California","1957-03-18","-1","-1"
"http://dbpedia.org/resource/Al_Bool","http://dbpedia.org/resource/Lincoln","_Nebraska","1981-09-27","8","50"
"http://dbpedia.org/resource/John_Balfe","http://dbpedia.org/resource/Hobart","1880-12-13","14","25"
"http://dbpedia.org/resource/Paul_A._Kennon","http://dbpedia.org/resource/Houston","1990-01-08","-1","-1"
"http://dbpedia.org/resource/Big_Daddy_Kinsey","http://dbpedia.org/resource/Gary","_Indiana","2001-04-03","6","47"
"http://dbpedia.org/resource/Dan_Tyler_Moore","http://dbpedia.org/resource/Houston","1941-04-16","3","52"
"http://dbpedia.org/resource/E._Chambré_Hardman","http://dbpedia.org/resource/Liverpool","1988-04-02","27","88"
"http://dbpedia.org/resource/Elmer_Burkett","http://dbpedia.org/resource/Lincoln","_Nebraska","1935-05-23","42","66"
"http://dbpedia.org/resource/Ernest_Merritt","http://dbpedia.org/resource/Ithaca","_New_York","1948-06-05","5","50"
"http://dbpedia.org/resource/Francis_William_Beaumont","http://dbpedia.org/resource/Liverpool","1941-05-04","43","123"
"http://dbpedia.org/resource/Frank_Carter_(murderer)","http://dbpedia.org/resource/Lincoln","_Nebraska","1927-06-24","-1","-1"
