"person","timePeriod","office","from","to","dbin","dbout"
"http://dbpedia.org/resource/Gaston_Eyskens","http://dbpedia.org/resource/Gaston_Eyskens__1","Prime Minister of Belgium","1968-06-17","1973-01-26","62","113"
"http://dbpedia.org/resource/Georgios_Papadopoulos","http://dbpedia.org/resource/Georgios_Papadopoulos__2","Prime Minister of Greece","1967-12-13","1973-10-08","121","181"
"http://dbpedia.org/resource/Keith_Holyoake","http://dbpedia.org/resource/Keith_Holyoake__2","Prime Minister of New Zealand","1960-12-12","1972-02-07","295","176"
"http://dbpedia.org/resource/Jack_Marshall","http://dbpedia.org/resource/Jack_Marshall__1","Prime Minister of New Zealand","1972-02-07","1972-12-08","128","158"
"http://dbpedia.org/resource/Nihat_Erim","http://dbpedia.org/resource/Nihat_Erim__1","Prime Minister of Turkey","1971-03-26","1972-05-22","42","133"
"http://dbpedia.org/resource/Wasfi_al-Tal","http://dbpedia.org/resource/Wasfi_al-Tal__3","Prime Minister of Jordan","1970-10-28","1971-11-28","45","107"
"http://dbpedia.org/resource/Muammar_Gaddafi","http://dbpedia.org/resource/Muammar_Gaddafi__4","Prime Minister of Libya","1970-01-16","1972-07-16","1923","478"
"http://dbpedia.org/resource/Simon_Pierre_Tchoungui","http://dbpedia.org/resource/Simon_Pierre_Tchoungui__4","Prime Minister of East Cameroon","1965-11-20","1972-06-02","15","29"
"http://dbpedia.org/resource/Vũ_Văn_Mẫu","http://dbpedia.org/resource/Vũ_Văn_Mẫu__1","Prime Minister of the Republic of Vietnam","1975-04-28","1975-04-30","-1","-1"
"http://dbpedia.org/resource/Naim_Talu","http://dbpedia.org/resource/Naim_Talu__1","Prime Minister of Turkey","1973-04-15","1974-01-26","30","78"
"http://dbpedia.org/resource/Muhammad_Mansur_Ali","http://dbpedia.org/resource/Muhammad_Mansur_Ali__1","Prime Minister of Bangladesh","1975-01-25","1975-08-15","31","103"
"http://dbpedia.org/resource/Henri_Lopès","http://dbpedia.org/resource/Henri_Lopès__1","Prime Minister of Congo-Brazzaville","1973-07-28","1975-12-18","16","46"
"http://dbpedia.org/resource/Kakuei_Tanaka","http://dbpedia.org/resource/Kakuei_Tanaka__1","Prime Minister of Japan","1972-07-07","1974-12-09","123","140"
"http://dbpedia.org/resource/Francisco_Morales_Bermúdez","http://dbpedia.org/resource/Francisco_Morales_Bermúdez__1","Prime Minister of Peru","1975-02-01","1975-08-30","60","76"
"http://dbpedia.org/resource/Keijo_Liinamaa","http://dbpedia.org/resource/Keijo_Liinamaa__1","Prime Minister of Finland","1975-06-13","1975-11-30","17","61"
"http://dbpedia.org/resource/Edmond_Leburton","http://dbpedia.org/resource/Edmond_Leburton__1","Prime Minister of Belgium","1973-01-26","1974-04-25","24","57"
"http://dbpedia.org/resource/Mainza_Chona","http://dbpedia.org/resource/Mainza_Chona__2","Prime Minister of the Republic of Zambia","1973-08-25","1975-05-27","30","84"
"http://dbpedia.org/resource/Edward_Heath","http://dbpedia.org/resource/Edward_Heath__1","Prime Minister of the United Kingdom","1970-06-19","1974-03-04","912","546"
"http://dbpedia.org/resource/Abdul_Razak_Hussein","http://dbpedia.org/resource/Abdul_Razak_Hussein__1","Prime Minister of Malaysia","1970-09-22","1976-01-14","177","184"
"http://dbpedia.org/resource/Elisabeth_Domitien","http://dbpedia.org/resource/Elisabeth_Domitien__1","Prime Minister of the Central African Republic","1975-01-02","1976-04-04","15","31"
"http://dbpedia.org/resource/Joop_den_Uyl","http://dbpedia.org/resource/Joop_den_Uyl__1","Prime Minister of the Netherlands","1973-05-11","1977-12-19","157","221"
"http://dbpedia.org/resource/Mudar_Badran","http://dbpedia.org/resource/Mudar_Badran__4","Prime Minister of Jordan","1976-07-13","1976-11-27","37","76"
"http://dbpedia.org/resource/Rashidi_Kawawa","http://dbpedia.org/resource/Rashidi_Kawawa__1","Prime Minister of Tanzania","1972-03-02","1977-02-13","25","48"
"http://dbpedia.org/resource/Zaid_al-Rifai","http://dbpedia.org/resource/Zaid_al-Rifai__2","Prime Minister of Jordan","1976-02-08","1976-07-13","35","67"
"http://dbpedia.org/resource/Zaid_al-Rifai","http://dbpedia.org/resource/Zaid_al-Rifai__3","Prime Minister of Jordan","1974-11-23","1976-02-08","35","67"
"http://dbpedia.org/resource/Harold_Wilson","http://dbpedia.org/resource/Harold_Wilson__1","Prime Minister of the United Kingdom","1974-03-04","1976-04-05","1268","659"
"http://dbpedia.org/resource/Gaston_Thorn","http://dbpedia.org/resource/Gaston_Thorn__2","Prime Minister of Luxembourg","1974-06-15","1979-07-16","106","100"
"http://dbpedia.org/resource/Leo_Tindemans","http://dbpedia.org/resource/Leo_Tindemans__1","Prime Minister of Belgium","1974-04-25","1978-10-20","67","70"
"http://dbpedia.org/resource/Mudar_Badran","http://dbpedia.org/resource/Mudar_Badran__3","Prime Minister of Jordan","1976-11-27","1979-12-19","37","76"
"http://dbpedia.org/resource/Selim_Hoss","http://dbpedia.org/resource/Selim_Hoss__1","Prime Minister of Lebanon","1976-12-08","1980-07-20","89","64"
"http://dbpedia.org/resource/Henck_Arron","http://dbpedia.org/resource/Henck_Arron__1","Prime Minister of Suriname","1973-12-24","1980-02-25","33","54"
"http://dbpedia.org/resource/Miguel_Trovoada","http://dbpedia.org/resource/Miguel_Trovoada__2","Prime Minister of São Tomé and Príncipe","1975-07-12","1979-04-09","62","85"
"http://dbpedia.org/resource/Oliver_Seraphin","http://dbpedia.org/resource/Oliver_Seraphin__1","Prime Minister of Dominica","1979-06-25","1980-07-21","17","49"
"http://dbpedia.org/resource/Lopo_do_Nascimento","http://dbpedia.org/resource/Lopo_do_Nascimento__1","Prime Minister of Angola","1975-11-11","1978-12-09","15","19"
"http://dbpedia.org/resource/Paul_Vanden_Boeynants","http://dbpedia.org/resource/Paul_Vanden_Boeynants__1","Prime Minister of Belgium","1978-10-20","1979-03-03","44","67"
"http://dbpedia.org/resource/James_Callaghan","http://dbpedia.org/resource/James_Callaghan__1","Prime Minister of the United Kingdom","1976-04-05","1979-05-04","712","384"
"http://dbpedia.org/resource/Mashiur_Rahman_(politician_from_Rangpur)","http://dbpedia.org/resource/Mashiur_Rahman_(politician_from_Rangpur)__1","Prime Minister of Bangladesh","1978-06-29","1979-03-12","-1","-1"
"http://dbpedia.org/resource/Adolfo_Suárez","http://dbpedia.org/resource/Adolfo_Suárez__1","Prime Minister of Spain","1976-07-03","1981-02-25","155","127"
"http://dbpedia.org/resource/Hussein_Onn","http://dbpedia.org/resource/Hussein_Onn__1","Prime Minister of Malaysia","1976-01-15","1981-07-16","111","139"
"http://dbpedia.org/resource/Mark_Eyskens","http://dbpedia.org/resource/Mark_Eyskens__1","Prime Minister of Belgium","1981-04-06","1981-12-17","37","104"
"http://dbpedia.org/resource/Raymond_Barre","http://dbpedia.org/resource/Raymond_Barre__1","Prime Minister of France","1976-08-26","1981-05-22","118","141"
"http://dbpedia.org/resource/Abdou_Diouf","http://dbpedia.org/resource/Abdou_Diouf__3","Prime Minister of Senegal","1970-02-26","1980-12-31","158","99"
"http://dbpedia.org/resource/Kassim_al-Rimawi","http://dbpedia.org/resource/Kassim_al-Rimawi__1","Prime Minister of Jordan","1980-07-03","1980-08-28","15","74"
"http://dbpedia.org/resource/Shah_Azizur_Rahman","http://dbpedia.org/resource/Shah_Azizur_Rahman__1","Prime Minister of Bangladesh","1979-04-15","1982-03-24","18","52"
"http://dbpedia.org/resource/Edward_Sokoine","http://dbpedia.org/resource/Edward_Sokoine__1","Prime Minister of Tanzania","1977-02-13","1980-11-07","19","55"
"http://dbpedia.org/resource/Anwar_Sadat","http://dbpedia.org/resource/Anwar_Sadat__1","Prime Minister of Egypt","1980-05-15","1981-10-06","703","257"
"http://dbpedia.org/resource/Hosni_Mubarak","http://dbpedia.org/resource/Hosni_Mubarak__2","Prime Minister of Egypt","1981-10-07","1982-01-02","911","266"
"http://dbpedia.org/resource/Paul_Biya","http://dbpedia.org/resource/Paul_Biya__2","Prime Minister of Cameroon","1975-06-30","1982-11-06","224","130"
"http://dbpedia.org/resource/Thomas_Sankara","http://dbpedia.org/resource/Thomas_Sankara__2","Prime Minister of Upper Volta","1983-01-10","1983-05-17","98","220"
"http://dbpedia.org/resource/Dries_van_Agt","http://dbpedia.org/resource/Dries_van_Agt__1","Prime Minister of the Netherlands","1977-12-19","1982-11-04","147","226"
"http://dbpedia.org/resource/Mudar_Badran","http://dbpedia.org/resource/Mudar_Badran__2","Prime Minister of Jordan","1980-08-28","1984-01-10","37","76"
"http://dbpedia.org/resource/Louis_Lansana_Beavogui","http://dbpedia.org/resource/Louis_Lansana_Beavogui__2","Prime Minister of Guinea","1972-04-26","1984-04-03","39","56"
"http://dbpedia.org/resource/Victor_Saúde_Maria","http://dbpedia.org/resource/Victor_Saúde_Maria__1","Prime Minister of Guinea-Bissau","1982-05-14","1984-03-10","19","22"
"http://dbpedia.org/resource/Tufuga_Efi","http://dbpedia.org/resource/Tufuga_Efi__1","Prime Minister of Samoa","1982-09-18","1982-12-31","75","101"
"http://dbpedia.org/resource/Menachem_Begin","http://dbpedia.org/resource/Menachem_Begin__1","Prime Minister of Israel","1977-06-21","1983-10-10","607","410"
"http://dbpedia.org/resource/Laurent_Fabius","http://dbpedia.org/resource/Laurent_Fabius__2","Prime Minister of France","1984-07-17","1986-03-20","178","205"
"http://dbpedia.org/resource/Dom_Mintoff","http://dbpedia.org/resource/Dom_Mintoff__1","Prime Minister of Malta","1971-06-21","1984-12-22","99","100"
"http://dbpedia.org/resource/P._W._Botha","http://dbpedia.org/resource/P._W._Botha__1","Prime Minister of South Africa","1978-10-09","1984-09-14","260","207"
"http://dbpedia.org/resource/Robert_Muldoon","http://dbpedia.org/resource/Robert_Muldoon__1","Prime Minister of New Zealand","1975-12-12","1984-07-26","338","232"
"http://dbpedia.org/resource/Goh_Keng_Swee","http://dbpedia.org/resource/Goh_Keng_Swee__1","Prime Minister of Singapore#List of deputy prime ministersDeputy Prime Minister of Singapore","1973-03-01","1984-12-03","87","219"
"http://dbpedia.org/resource/Pierre_Werner","http://dbpedia.org/resource/Pierre_Werner__1","Prime Minister of Luxembourg","1979-07-16","1984-07-20","117","100"
"http://dbpedia.org/resource/Leabua_Jonathan","http://dbpedia.org/resource/Leabua_Jonathan__1","Prime Minister of Lesotho","1965-07-07","1986-01-20","53","87"
"http://dbpedia.org/resource/Ataur_Rahman_Khan","http://dbpedia.org/resource/Ataur_Rahman_Khan__1","Prime Minister of Bangladesh","1984-03-30","1986-07-09","19","50"
"http://dbpedia.org/resource/Paulo_Muwanga","http://dbpedia.org/resource/Paulo_Muwanga__2","Prime Minister of Uganda","1985-08-01","1985-08-25","32","53"
"http://dbpedia.org/resource/Ali_Nasir_Muhammad","http://dbpedia.org/resource/Ali_Nasir_Muhammad__3","Prime Minister of South Yemen","1971-08-02","1985-02-14","51","46"
"http://dbpedia.org/resource/Salim_Ahmed_Salim","http://dbpedia.org/resource/Salim_Ahmed_Salim__3","Prime Minister of Tanzania","1984-04-24","1985-11-05","57","151"
"http://dbpedia.org/resource/John_Turner","http://dbpedia.org/resource/John_Turner__1","Prime Minister of Canada","1984-06-30","1984-09-17","353","307"
"http://dbpedia.org/resource/Pierre_Trudeau","http://dbpedia.org/resource/Pierre_Trudeau__1","Prime Minister of Canada","1980-03-03","1984-06-30","1381","493"
"http://dbpedia.org/resource/Ahmad_Obeidat","http://dbpedia.org/resource/Ahmad_Obeidat__1","Prime Minister of Jordan","1984-01-10","1985-04-04","13","52"
"http://dbpedia.org/resource/Kalevi_Sorsa","http://dbpedia.org/resource/Kalevi_Sorsa__1","Prime Minister of Finland","1982-02-19","1987-04-30","85","103"
"http://dbpedia.org/resource/Kamisese_Mara","http://dbpedia.org/resource/Kamisese_Mara__5","Prime Minister of Fiji","1970-10-10","1987-04-13","229","271"
"http://dbpedia.org/resource/Timoci_Bavadra","http://dbpedia.org/resource/Timoci_Bavadra__1","Prime Minister of Fiji","1987-04-13","1987-05-14","56","40"
"http://dbpedia.org/resource/Zine_El_Abidine_Ben_Ali","http://dbpedia.org/resource/Zine_El_Abidine_Ben_Ali__1","Prime Minister of Tunisia","1987-10-02","1987-11-07","367","187"
"http://dbpedia.org/resource/Muhammad_Khan_Junejo","http://dbpedia.org/resource/Muhammad_Khan_Junejo__1","Prime Minister of Pakistan","1985-03-23","1988-05-29","95","74"
"http://dbpedia.org/resource/Peter_Kenilorea","http://dbpedia.org/resource/Peter_Kenilorea__1","Prime Minister of the Solomon Islands","1984-11-19","1986-12-01","49","58"
"http://dbpedia.org/resource/Rashid_Karami","http://dbpedia.org/resource/Rashid_Karami__1","Prime Minister of Lebanon","1984-04-30","1987-06-01","83","141"
"http://dbpedia.org/resource/Robert_Mugabe","http://dbpedia.org/resource/Robert_Mugabe__2","Prime Minister of Zimbabwe","1980-04-18","1987-12-22","962","351"
"http://dbpedia.org/resource/Mizanur_Rahman_Chowdhury","http://dbpedia.org/resource/Mizanur_Rahman_Chowdhury__1","Prime Minister of Bangladesh","1986-07-09","1988-03-27","15","48"
"http://dbpedia.org/resource/Jacques_Chirac","http://dbpedia.org/resource/Jacques_Chirac__3","Prime Minister of France","1986-03-20","1988-05-10","1165","514"
"http://dbpedia.org/resource/Karmenu_Mifsud_Bonnici","http://dbpedia.org/resource/Karmenu_Mifsud_Bonnici__1","Prime Minister of Malta","1984-12-22","1987-05-12","44","50"
"http://dbpedia.org/resource/Hans_Modrow","http://dbpedia.org/resource/Hans_Modrow__3","Prime Minister of East Germany","1989-11-18","1990-04-12","61","94"
"http://dbpedia.org/resource/Sōsuke_Uno","http://dbpedia.org/resource/Sōsuke_Uno__1","Prime Minister of Japan","1989-06-03","1989-08-10","60","65"
"http://dbpedia.org/resource/Tomasi_Puapua","http://dbpedia.org/resource/Tomasi_Puapua__2","Prime Minister of Tuvalu","1981-09-08","1989-10-16","56","77"
"http://dbpedia.org/resource/Pupuke_Robati","http://dbpedia.org/resource/Pupuke_Robati__1","Prime Minister of the Cook Islands","1987-07-29","1989-02-01","19","66"
"http://dbpedia.org/resource/Ezekiel_Alebua","http://dbpedia.org/resource/Ezekiel_Alebua__1","Prime Minister of the Solomon Islands","1986-12-01","1989-03-28","18","23"
"http://dbpedia.org/resource/Hédi_Baccouche","http://dbpedia.org/resource/Hédi_Baccouche__1","Prime Minister of Tunisia","1987-11-07","1989-09-27","16","21"
"http://dbpedia.org/resource/Moudud_Ahmed","http://dbpedia.org/resource/Moudud_Ahmed__2","Prime Minister of Bangladesh","1988-03-27","1989-08-12","19","58"
"http://dbpedia.org/resource/Zaid_ibn_Shaker","http://dbpedia.org/resource/Zaid_ibn_Shaker__3","Prime Minister of Jordan","1989-04-27","1989-12-06","49","80"
"http://dbpedia.org/resource/Luis_Alberto_Sánchez","http://dbpedia.org/resource/Luis_Alberto_Sánchez__2","Prime Minister of Peru","1989-05-15","1989-09-30","31","83"
"http://dbpedia.org/resource/Zaid_al-Rifai","http://dbpedia.org/resource/Zaid_al-Rifai__1","Prime Minister of Jordan","1985-04-04","1989-04-24","35","67"
"http://dbpedia.org/resource/Nursultan_Nazarbayev","http://dbpedia.org/resource/Nursultan_Nazarbayev__5","Prime Minister of the Kazakh Soviet Socialist Republic","1984-03-22","1989-07-27","433","252"
"http://dbpedia.org/resource/Ivan_Knotek","http://dbpedia.org/resource/Ivan_Knotek__1","Prime Minister of the Slovak Socialist Republic","1988-10-12","1989-06-22","-1","-1"
"http://dbpedia.org/resource/Pavol_Hrivnák","http://dbpedia.org/resource/Pavol_Hrivnák__1","Prime Minister of the Slovak Socialist Republic","1989-06-22","1989-12-08","-1","-1"
"http://dbpedia.org/resource/Peter_Colotka","http://dbpedia.org/resource/Peter_Colotka__1","Prime Minister of the Slovak Socialist Republic","1969-05-04","1988-10-12","-1","-1"
"http://dbpedia.org/resource/Kazimira_Prunskienė","http://dbpedia.org/resource/Kazimira_Prunskienė__1","Prime Minister of Lithuania","1990-03-17","1991-01-10","46","71"
"http://dbpedia.org/resource/Milan_Čič","http://dbpedia.org/resource/Milan_Čič__1","Prime Minister of the Slovak Socialist Republic","1989-12-10","1990-06-27","12","47"
"http://dbpedia.org/resource/Kaysone_Phomvihane","http://dbpedia.org/resource/Kaysone_Phomvihane__3","Prime Minister of Laos","1975-12-08","1991-08-15","81","67"
"http://dbpedia.org/resource/Pedro_Pires","http://dbpedia.org/resource/Pedro_Pires__2","Prime Minister of Cape Verde","1975-07-08","1991-04-04","88","64"
"http://dbpedia.org/resource/Stjepan_Mesić","http://dbpedia.org/resource/Stjepan_Mesić__3","Prime Minister of Croatia","1990-05-30","1990-08-24","277","226"
"http://dbpedia.org/resource/Walter_Lini","http://dbpedia.org/resource/Walter_Lini__1","Prime Minister of Vanuatu","1980-07-30","1991-09-06","64","49"
"http://dbpedia.org/resource/Kazi_Zafar_Ahmed","http://dbpedia.org/resource/Kazi_Zafar_Ahmed__1","Prime Minister of Bangladesh","1989-08-12","1990-12-06","14","57"
"http://dbpedia.org/resource/Celestino_Rocha_da_Costa","http://dbpedia.org/resource/Celestino_Rocha_da_Costa__1","Prime Minister of São Tomé and Príncipe","1988-01-08","1991-02-07","17","35"
"http://dbpedia.org/resource/Jan_Krzysztof_Bielecki","http://dbpedia.org/resource/Jan_Krzysztof_Bielecki__1","Prime Minister of Poland","1991-01-12","1991-12-05","60","54"
"http://dbpedia.org/resource/Joseph_Warioba","http://dbpedia.org/resource/Joseph_Warioba__1","Prime Minister of Tanzania","1985-11-05","1990-11-09","-1","-1"
"http://dbpedia.org/resource/Josip_Manolić","http://dbpedia.org/resource/Josip_Manolić__1","Prime Minister of Croatia","1990-08-24","1991-07-17","50","84"
"http://dbpedia.org/resource/Mudar_Badran","http://dbpedia.org/resource/Mudar_Badran__1","Prime Minister of Jordan","1989-12-07","1991-06-19","37","76"
"http://dbpedia.org/resource/Edward_Szczepanik","http://dbpedia.org/resource/Edward_Szczepanik__1","Prime Minister of the Governmentof the Polish Republic in Exile","1986-04-08","1990-12-22","27","122"
"http://dbpedia.org/resource/Taher_al-Masri","http://dbpedia.org/resource/Taher_al-Masri__1","Prime Minister of Jordan","1991-06-19","1991-11-21","20","63"
"http://dbpedia.org/resource/Vazgen_Manukyan","http://dbpedia.org/resource/Vazgen_Manukyan__1","Prime Minister of Armenia","1990-08-13","1991-11-22","28","53"
"http://dbpedia.org/resource/Margaret_Thatcher","http://dbpedia.org/resource/Margaret_Thatcher__1","Prime Minister of the United Kingdom","1979-05-04","1990-11-28","3191","562"
"http://dbpedia.org/resource/Toshiki_Kaifu","http://dbpedia.org/resource/Toshiki_Kaifu__1","Prime Minister of Japan","1989-08-10","1991-11-05","87","64"
"http://dbpedia.org/resource/Lunda_Bululu","http://dbpedia.org/resource/Lunda_Bululu__1","Prime Minister of Zaire","1990-07-05","1991-04-01","-1","-1"
"http://dbpedia.org/resource/Lynden_Pindling","http://dbpedia.org/resource/Lynden_Pindling__1","Prime Minister of the Bahamas","1973-07-10","1992-08-21","90","91"
"http://dbpedia.org/resource/Wilfried_Martens","http://dbpedia.org/resource/Wilfried_Martens__2","Prime Minister of Belgium","1981-12-17","1992-03-07","113","86"
"http://dbpedia.org/resource/Yitzhak_Shamir","http://dbpedia.org/resource/Yitzhak_Shamir__1","Prime Minister of Israel","1986-10-20","1992-07-13","309","182"
"http://dbpedia.org/resource/Édith_Cresson","http://dbpedia.org/resource/Édith_Cresson__1","Prime Minister of France","1991-05-15","1992-04-02","92","117"
"http://dbpedia.org/resource/Edgar_Savisaar","http://dbpedia.org/resource/Edgar_Savisaar__3","Prime Minister of Estonia","1991-08-20","1992-01-29","80","91"
"http://dbpedia.org/resource/Hasan_Hasanov","http://dbpedia.org/resource/Hasan_Hasanov__2","Prime Minister of Azerbaijan","1990-01-25","1992-04-07","30","94"
"http://dbpedia.org/resource/Daniel_Daio","http://dbpedia.org/resource/Daniel_Daio__1","Prime Minister of São Tomé and Príncipe","1991-02-07","1992-05-16","20","38"
"http://dbpedia.org/resource/Aleksandar_Mitrović_(politician)","http://dbpedia.org/resource/Aleksandar_Mitrović_(politician)__1","Prime Minister of Yugoslavia(acting)","1991-12-20","1992-07-14","19","18"
"http://dbpedia.org/resource/Kiichi_Miyazawa","http://dbpedia.org/resource/Kiichi_Miyazawa__1","Prime Minister of Japan","1991-11-05","1993-08-09","143","81"
"http://dbpedia.org/resource/Leonid_Kuchma","http://dbpedia.org/resource/Leonid_Kuchma__2","Prime Minister of Ukraine","1992-10-13","1993-09-22","320","250"
"http://dbpedia.org/resource/Morihiro_Hosokawa","http://dbpedia.org/resource/Morihiro_Hosokawa__1","Prime Minister of Japan","1993-08-09","1994-04-28","84","119"
"http://dbpedia.org/resource/Tsutomu_Hata","http://dbpedia.org/resource/Tsutomu_Hata__1","Prime Minister of Japan","1994-04-28","1994-06-30","64","92"
"http://dbpedia.org/resource/Agathe_Uwilingiyimana","http://dbpedia.org/resource/Agathe_Uwilingiyimana__1","Prime Minister of Rwanda","1993-07-18","1994-04-07","42","86"
"http://dbpedia.org/resource/Kim_Campbell","http://dbpedia.org/resource/Kim_Campbell__1","Prime Minister of Canada","1993-06-25","1993-11-04","304","298"
"http://dbpedia.org/resource/Alassane_Ouattara","http://dbpedia.org/resource/Alassane_Ouattara__2","Prime Minister of the Ivory Coast","1990-11-07","1993-12-09","136","108"
"http://dbpedia.org/resource/Atli_Dam","http://dbpedia.org/resource/Atli_Dam__1","Prime Minister of the Faroe Islands","1991-01-15","1993-01-18","32","44"
"http://dbpedia.org/resource/Hrvoje_Šarinić","http://dbpedia.org/resource/Hrvoje_Šarinić__1","Prime Minister of Croatia","1992-08-12","1993-04-03","59","45"
"http://dbpedia.org/resource/Sylvie_Kinigi","http://dbpedia.org/resource/Sylvie_Kinigi__1","Prime Minister of Burundi","1993-07-10","1994-02-07","19","58"
"http://dbpedia.org/resource/Zaid_ibn_Shaker","http://dbpedia.org/resource/Zaid_ibn_Shaker__2","Prime Minister of Jordan","1991-11-21","1993-05-29","49","80"
"http://dbpedia.org/resource/Hyun_Soong-jong","http://dbpedia.org/resource/Hyun_Soong-jong__1","Prime Minister of South Korea","1992-10-08","1993-02-25","-1","-1"
"http://dbpedia.org/resource/Surat_Huseynov","http://dbpedia.org/resource/Surat_Huseynov__1","Prime Minister of Azerbaijan","1993-06-30","1994-10-07","31","74"
"http://dbpedia.org/resource/Chandrika_Kumaratunga","http://dbpedia.org/resource/Chandrika_Kumaratunga__2","Prime Minister of Sri Lanka","1994-08-19","1994-11-12","269","143"
"http://dbpedia.org/resource/Jacques_Santer","http://dbpedia.org/resource/Jacques_Santer__2","Prime Minister of Luxembourg","1984-07-20","1995-01-26","153","88"
"http://dbpedia.org/resource/Òscar_Ribas_Reig","http://dbpedia.org/resource/Òscar_Ribas_Reig__1","Prime Minister of Andorra","1990-01-12","1994-12-07","31","16"
"http://dbpedia.org/resource/Lee_Yung-dug","http://dbpedia.org/resource/Lee_Yung-dug__1","Prime Minister of South Korea","1994-04-29","1994-12-17","12","18"
"http://dbpedia.org/resource/Bouchraya_Hammoudi_Bayoun","http://dbpedia.org/resource/Bouchraya_Hammoudi_Bayoun__2","Prime Minister of the Sahrawi Arab Democratic Republic","1993-09-19","1995-09-08","39","77"
"http://dbpedia.org/resource/Ruud_Lubbers","http://dbpedia.org/resource/Ruud_Lubbers__1","Prime Minister of the Netherlands","1982-11-04","1994-08-22","218","254"
"http://dbpedia.org/resource/Andres_Tarand","http://dbpedia.org/resource/Andres_Tarand__1","Prime Minister of Estonia","1994-11-08","1995-04-17","33","51"
"http://dbpedia.org/resource/Eugenia_Charles","http://dbpedia.org/resource/Eugenia_Charles__1","Prime Minister of Dominica","1980-07-21","1995-06-14","71","107"
"http://dbpedia.org/resource/Mahamadou_Issoufou","http://dbpedia.org/resource/Mahamadou_Issoufou__2","Prime Minister of Niger","1993-04-17","1994-09-28","88","83"
"http://dbpedia.org/resource/John_Malecela","http://dbpedia.org/resource/John_Malecela__1","Prime Minister of Tanzania","1990-11-09","1994-12-05","21","58"
"http://dbpedia.org/resource/Māris_Gailis","http://dbpedia.org/resource/Māris_Gailis__1","Prime Minister of Latvia","1994-09-15","1995-08-06","22","21"
"http://dbpedia.org/resource/Abdelsalam_al-Majali","http://dbpedia.org/resource/Abdelsalam_al-Majali__2","Prime Minister of Jordan","1993-05-30","1995-01-07","34","82"
"http://dbpedia.org/resource/Valdis_Birkavs","http://dbpedia.org/resource/Valdis_Birkavs__1","Prime Minister of Latvia","1993-08-03","1994-09-15","31","31"
"http://dbpedia.org/resource/Carl_Bildt","http://dbpedia.org/resource/Carl_Bildt__2","Prime Minister of Sweden","1991-10-04","1994-10-07","278","259"
"http://dbpedia.org/resource/Mukhammat_Sabirov","http://dbpedia.org/resource/Mukhammat_Sabirov__1","Prime Minister of Tatarstan","1991-07-05","1995-01-17","-1","-1"
"http://dbpedia.org/resource/Kamuta_Latasi","http://dbpedia.org/resource/Kamuta_Latasi__1","Prime Minister of Tuvalu","1993-12-10","1996-12-24","46","59"
"http://dbpedia.org/resource/Felipe_González","http://dbpedia.org/resource/Felipe_González__1","Prime Minister of Spain","1982-12-01","1996-05-04","252","182"
"http://dbpedia.org/resource/Tomiichi_Murayama","http://dbpedia.org/resource/Tomiichi_Murayama__1","Prime Minister of Japan","1994-06-30","1996-01-11","81","59"
"http://dbpedia.org/resource/Tansu_Çiller","http://dbpedia.org/resource/Tansu_Çiller__1","Prime Minister of Turkey","1993-06-25","1996-03-06","151","136"
"http://dbpedia.org/resource/Zaid_ibn_Shaker","http://dbpedia.org/resource/Zaid_ibn_Shaker__1","Prime Minister of Jordan","1995-01-08","1996-02-04","49","80"
"http://dbpedia.org/resource/Cleopa_Msuya","http://dbpedia.org/resource/Cleopa_Msuya__1","Prime Minister of Tanzania","1994-12-05","1995-11-27","19","54"
"http://dbpedia.org/resource/Haris_Silajdžić","http://dbpedia.org/resource/Haris_Silajdžić__4","Prime Minister of Bosnia and Herzegovina","1993-10-25","1996-01-31","109","109"
"http://dbpedia.org/resource/Jadranko_Prlić","http://dbpedia.org/resource/Jadranko_Prlić__1","Prime Minister ofHerzeg-Bosnia","1992-08-14","1996-08-14","29","33"
"http://dbpedia.org/resource/Gro_Harlem_Brundtland","http://dbpedia.org/resource/Gro_Harlem_Brundtland__1","Prime Minister of Norway","1990-11-03","1996-10-25","232","177"
"http://dbpedia.org/resource/Mikhail_Chigir","http://dbpedia.org/resource/Mikhail_Chigir__1","Prime Minister of Belarus","1994-07-21","1996-11-18","-1","-1"
"http://dbpedia.org/resource/Alain_Juppé","http://dbpedia.org/resource/Alain_Juppé__1","Prime Minister of France","1995-05-17","1997-06-02","226","193"
"http://dbpedia.org/resource/Thorbjørn_Jagland","http://dbpedia.org/resource/Thorbjørn_Jagland__3","Prime Minister of Norway","1996-10-25","1997-10-17","145","229"
"http://dbpedia.org/resource/Khamtai_Siphandon","http://dbpedia.org/resource/Khamtai_Siphandon__3","Prime Minister of Laos","1991-08-15","1998-02-24","62","55"
"http://dbpedia.org/resource/Victor_Ciorbea","http://dbpedia.org/resource/Victor_Ciorbea__1","Prime Minister of Romania","1996-12-12","1998-03-30","65","88"
"http://dbpedia.org/resource/Abdul_Aziz_Abdul_Ghani","http://dbpedia.org/resource/Abdul_Aziz_Abdul_Ghani__1","Prime Minister of Yemen","1994-10-06","1997-05-14","53","55"
"http://dbpedia.org/resource/Étienne_Tshisekedi","http://dbpedia.org/resource/Étienne_Tshisekedi__1","Prime Minister of Zaire","1997-04-02","1997-04-09","42","86"
"http://dbpedia.org/resource/Necmettin_Erbakan","http://dbpedia.org/resource/Necmettin_Erbakan__1","Prime Minister of Turkey","1996-06-28","1997-06-30","114","162"
